id,YEAR,STATES,LAT,LONG,POPULATION,AREA(KM2),DENSITY,TOTAL PC,TOTAL VC,TOTAL CRIME,UNEMPLOYMENT
243,1998,Selangor,3.0738,101.524803,3777400,8104,466.11549850000006,36260,5380,41640,1.8
244,1998,Terengganu,5.3117,103.1324,889700,13035,68.25469889,3587,315,3902,4.0
245,1998,Sarawak,1.5533,110.3592,1982200,124450,15.9276818,7555,653,8208,5.0
246,1998,Sabah,5.420404,116.796783,2423600,73631,32.91548397,6673,1072,7745,4.9
247,1999,Johor,1.4854,103.366585,2699600,19166,140.8535949,21703,3914,25617,3.0
248,1999,Kedah,6.1184,100.3685,1636500,9500,172.2631579,6112,684,6796,3.2
249,1999,Kelantan,6.125397,102.238068,1344900,17100,78.64912281,2216,231,2447,3.2
250,1999,Melaka,2.1944,102.2491,633200,1664,380.5288462,4733,444,5177,1.9
251,1999,Negeri sembilan,2.7258,101.9424,849600,6686,127.07149270000001,4144,477,4621,3.8
252,1999,Pahang,3.8126,103.3256,1272600,35965,35.3844015,3060,438,3498,3.0
253,1999,Penang,5.4164,100.3327,1307400,1048,1247.519084,9986,1102,11088,2.4
254,1999,Perak,4.5921,101.0901,2076700,20976,99.00362319,12161,1809,13970,4.3
255,1999,Perlis,6.443589,100.216599,205600,819,251.037851,460,57,517,3.4
256,1999,Selangor,3.0738,101.524803,3981800,8104,491.33761110000006,41220,5516,46736,1.9
257,1999,Terengganu,5.3117,103.1324,896600,13035,68.78404296,3008,287,3295,3.9
258,1999,Sarawak,1.5533,110.3592,2024500,124450,16.26757734,7488,578,8066,4.6
259,1999,Sabah,5.420404,116.796783,2513500,73631,34.1364371,6143,903,7046,5.6
260,2000,Johor,1.4854,103.366585,2762500,19166,144.13544819999998,21745,3546,25291,2.2
261,2000,Kedah,6.1184,100.3685,1671900,9500,175.9894737,6508,660,7168,2.9
262,2000,Kelantan,6.125397,102.238068,1361500,17100,79.61988304,2116,215,2331,2.6
263,2000,Melaka,2.1944,102.2491,646900,1664,388.7620192,4862,546,5408,1.3
264,2000,Negeri sembilan,2.7258,101.9424,866300,6686,129.5692492,3856,498,4354,3.4
265,2000,Pahang,3.8126,103.3256,1297000,35965,36.06283887,2943,496,3439,2.7
266,2000,Penang,5.4164,100.3327,1332700,1048,1271.660305,9923,1092,11015,1.9
267,2000,Perak,4.5921,101.0901,2092000,20976,99.73302822,13705,1985,15690,3.5
268,2000,Perlis,6.443589,100.216599,207600,819,253.47985350000002,455,41,496,2.9
269,2000,Selangor,3.0738,101.524803,4188900,8104,516.8928923999999,41197,6365,47562,2.0
270,2000,Terengganu,5.3117,103.1324,903000,13035,69.27502877,3094,187,3281,3.0
271,2000,Sarawak,1.5533,110.3592,2071600,124450,16.64604259,6717,474,7191,4.3
272,2000,Sabah,5.420404,116.796783,2603500,73631,35.35874835,5008,810,5818,5.8
273,2001,Johor,1.4854,103.366585,2830200,19166,147.667745,20934,3386,24320,3.4
274,2001,Kedah,6.1184,100.3685,1704100,9500,179.37894740000002,6948,662,7610,3.6
275,2001,Kelantan,6.125397,102.238068,1390100,17100,81.29239766,2216,252,2468,3.1
276,2001,Melaka,2.1944,102.2491,666000,1664,400.2403846,4221,397,4618,1.8
277,2001,Negeri sembilan,2.7258,101.9424,883900,6686,132.2016153,3764,506,4270,3.2
278,2001,Pahang,3.8126,103.3256,1316600,35965,36.60781315,3093,430,3523,3.1
279,2001,Penang,5.4164,100.3327,1361000,1048,1298.6641220000001,10633,1066,11699,2.5
280,2001,Perak,4.5921,101.0901,2129000,20976,101.4969489,11902,1575,13477,4.0
281,2001,Perlis,6.443589,100.216599,210400,819,256.8986569,418,51,469,3.5
282,2001,Selangor,3.0738,101.524803,4317500,8104,532.7615992,37097,6188,43285,2.4
283,2001,Terengganu,5.3117,103.1324,919200,13035,70.51783659,3716,233,3949,2.7
284,2001,Sarawak,1.5533,110.3592,2115500,124450,16.998794699999998,6396,528,6924,4.4
285,2001,Sabah,5.420404,116.796783,2663300,73631,36.17090628,4537,761,5298,6.6
286,2002,Johor,1.4854,103.366585,2893400,19166,150.965251,19901,3292,23193,2.9
287,2002,Kedah,6.1184,100.3685,1735000,9500,182.63157890000002,7360,767,8127,3.2
288,2002,Kelantan,6.125397,102.238068,1416800,17100,82.85380117,2157,258,2415,3.9
289,2002,Melaka,2.1944,102.2491,683900,1664,410.9975962,3351,381,3732,2.9
290,2002,Negeri sembilan,2.7258,101.9424,900600,6686,134.69937180000002,3451,518,3969,3.7
291,2002,Pahang,3.8126,103.3256,1339000,35965,37.2306409,3087,426,3513,2.9
292,2002,Penang,5.4164,100.3327,1387300,1048,1323.759542,10359,1144,11503,2.2
293,2002,Perak,4.5921,101.0901,2161900,20976,103.06540809999998,9417,1597,11014,3.9
294,2002,Perlis,6.443589,100.216599,213200,819,260.3174603,430,63,493,3.1
295,2002,Selangor,3.0738,101.524803,4446300,8104,548.6549852,36646,6657,43303,3.0
296,2002,Terengganu,5.3117,103.1324,936800,13035,71.86804756,2194,190,2384,3.2
297,2002,Sarawak,1.5533,110.3592,2158200,124450,17.34190438,6450,538,6988,4.0
298,2002,Sabah,5.420404,116.796783,2719100,73631,36.92873925,4154,627,4781,5.9
299,2003,Johor,1.4854,103.366585,2954000,19166,154.1271001,19070,3865,22935,3.5
300,2003,Kedah,6.1184,100.3685,1763800,9500,185.66315790000002,8234,742,8976,3.3
301,2003,Kelantan,6.125397,102.238068,1440600,17100,84.24561404,2735,252,2987,3.2
302,2003,Melaka,2.1944,102.2491,701900,1664,421.81490379999997,3056,437,3493,2.8
303,2003,Negeri sembilan,2.7258,101.9424,916800,6686,137.12234519999998,3692,737,4429,3.5
304,2003,Pahang,3.8126,103.3256,1359900,35965,37.81176143,3435,458,3893,3.6
305,2003,Penang,5.4164,100.3327,1412100,1048,1347.4236640000001,11295,1309,12604,1.7
306,2003,Perak,4.5921,101.0901,2192100,20976,104.5051487,8701,1609,10310,4.8
307,2003,Perlis,6.443589,100.216599,216000,819,263.7362637,468,61,529,4.4
308,2003,Selangor,3.0738,101.524803,4577200,8104,564.8075025,38393,7478,45871,3.2
309,2003,Terengganu,5.3117,103.1324,951500,13035,72.99578059,2973,181,3154,2.9
310,2003,Sarawak,1.5533,110.3592,2199200,124450,17.67135396,7158,633,7791,3.9
311,2003,Sabah,5.420404,116.796783,2774000,73631,37.67434912,4113,590,4703,5.4
312,2004,Johor,1.4854,103.366585,3014900,19166,157.30460190000002,18565,3847,22412,3.6
313,2004,Kedah,6.1184,100.3685,1792500,9500,188.6842105,8650,808,9458,3.8
314,2004,Kelantan,6.125397,102.238068,1463700,17100,85.59649123,4473,334,4807,4.1
315,2004,Melaka,2.1944,102.2491,719800,1664,432.57211540000003,2781,455,3236,1.6
316,2004,Negeri sembilan,2.7258,101.9424,934000,6686,139.6948848,3922,822,4744,3.5
317,2004,Pahang,3.8126,103.3256,1380100,35965,38.3734186,3825,403,4228,3.3
318,2004,Penang,5.4164,100.3327,1436500,1048,1370.706107,10827,1257,12084,1.8
319,2004,Perak,4.5921,101.0901,2222100,20976,105.9353547,8883,1652,10535,3.3
320,2004,Perlis,6.443589,100.216599,218900,819,267.2771673,451,73,524,3.3
321,2004,Selangor,3.0738,101.524803,4712800,8104,581.5399802999999,38276,6741,45017,2.7
322,2004,Terengganu,5.3117,103.1324,966600,13035,74.15420023,3240,158,3398,3.2
323,2004,Sarawak,1.5533,110.3592,2240400,124450,18.00241061,7742,789,8531,3.8
324,2004,Sabah,5.420404,116.796783,2833400,73631,38.48107455,5276,880,6156,6.5
325,2005,Johor,1.4854,103.366585,3074500,19166,160.4142753,19813,3691,23504,3.3
326,2005,Kedah,6.1184,100.3685,1820200,9500,191.6,9338,846,10184,3.7
327,2005,Kelantan,6.125397,102.238068,1486200,17100,86.9122807,4102,323,4425,3.4
328,2005,Melaka,2.1944,102.2491,737300,1664,443.08894230000004,3775,518,4293,1.2
329,2005,Negeri sembilan,2.7258,101.9424,950200,6686,142.1178582,4476,866,5342,3.6
330,2005,Pahang,3.8126,103.3256,1400900,35965,38.95175865,3137,380,3517,3.3
331,2005,Penang,5.4164,100.3327,1460600,1048,1393.70229,10027,1485,11512,2.1
332,2005,Perak,4.5921,101.0901,2251200,20976,107.3226545,9122,1646,10768,3.3
333,2005,Perlis,6.443589,100.216599,221600,819,270.5738706,440,77,517,2.9
334,2005,Selangor,3.0738,101.524803,4849500,8104,598.4081934999999,37761,6760,44521,3.1
335,2005,Terengganu,5.3117,103.1324,981400,13035,75.28960491,4303,221,4524,3.1
336,2005,Sarawak,1.5533,110.3592,2282400,124450,18.33989554,7933,830,8763,4.1
337,2005,Sabah,5.420404,116.796783,2897100,73631,39.34619929,4861,944,5805,6.4
338,2006,Johor,1.4854,103.366585,3134400,19166,163.5396014,21898,5100,26998,2.1
339,2006,Kedah,6.1184,100.3685,1847400,9500,194.46315790000003,9055,1166,10221,3.8
340,2006,Kelantan,6.125397,102.238068,1507500,17100,88.15789474,4839,483,5322,2.4
341,2006,Melaka,2.1944,102.2491,755000,1664,453.72596150000004,4812,686,5498,1.3
342,2006,Negeri sembilan,2.7258,101.9424,967000,6686,144.6305713,6137,1183,7320,4.0
343,2006,Pahang,3.8126,103.3256,1421300,35965,39.51897678,6490,609,7099,2.4
344,2006,Penang,5.4164,100.3327,1484100,1048,1416.1259539999999,13278,1990,15268,1.7
345,2006,Perak,4.5921,101.0901,2279500,20976,108.67181540000001,9842,2085,11927,3.5
346,2006,Perlis,6.443589,100.216599,224200,819,273.7484737,662,117,779,3.2
347,2006,Selangor,3.0738,101.524803,4986400,8104,615.3010859,41875,9518,51393,3.2
348,2006,Terengganu,5.3117,103.1324,995900,13035,76.40199463,5019,386,5405,3.6
349,2006,Sarawak,1.5533,110.3592,2325000,124450,18.68220169,10328,1081,11409,4.1
350,2006,Sabah,5.420404,116.796783,2962900,73631,40.23984463,5246,1155,6401,5.7
351,2007,Johor,1.4854,103.366585,3193300,19166,166.6127517,21451,5390,26841,2.0
352,2007,Kedah,6.1184,100.3685,1874100,9500,197.2736842,11526,1661,13187,3.3
353,2007,Kelantan,6.125397,102.238068,1529100,17100,89.42105263,5606,585,6191,2.7
354,2007,Melaka,2.1944,102.2491,772700,1664,464.3629808,4745,721,5466,2.1
355,2007,Negeri sembilan,2.7258,101.9424,983400,6686,147.083458,6505,1230,7735,3.6
356,2007,Pahang,3.8126,103.3256,1441300,35965,40.07507299,6572,718,7290,3.2
357,2007,Penang,5.4164,100.3327,1507900,1048,1438.8358779999999,14386,2275,16661,2.1
358,2007,Perak,4.5921,101.0901,2306300,20976,109.94946609999998,10629,2230,12859,2.9
359,2007,Perlis,6.443589,100.216599,227400,819,277.65567769999996,670,90,760,3.0
360,2007,Selangor,3.0738,101.524803,5127300,8104,632.6875617000001,47271,11321,58592,3.0
361,2007,Terengganu,5.3117,103.1324,1010800,13035,77.54507096,5252,411,5663,2.6
362,2007,Sarawak,1.5533,110.3592,2366200,124450,19.01325834,10314,1297,11611,4.3
363,2007,Sabah,5.420404,116.796783,3032300,73631,41.18238242,5950,1303,7253,5.5
364,2008,Johor,1.4854,103.366585,3252500,19166,169.70155480000003,20659,5965,26624,2.2
365,2008,Kedah,6.1184,100.3685,1900200,9500,200.0210526,11365,1742,13107,3.8
366,2008,Kelantan,6.125397,102.238068,1549800,17100,90.63157895,6923,826,7749,2.9
367,2008,Melaka,2.1944,102.2491,790600,1664,475.12019230000004,4743,863,5606,1.1
368,2008,Negeri sembilan,2.7258,101.9424,999700,6686,149.521388,6244,1424,7668,3.1
369,2008,Pahang,3.8126,103.3256,1461500,35965,40.63673015,6407,832,7239,2.6
370,2008,Penang,5.4164,100.3327,1531400,1048,1461.259542,14429,2222,16651,2.0
371,2008,Perak,4.5921,101.0901,2331600,20976,111.1556064,10347,2234,12581,3.8
372,2008,Perlis,6.443589,100.216599,229900,819,280.7081807,679,129,808,2.9
373,2008,Selangor,3.0738,101.524803,5268400,8104,650.0987167000001,46046,11706,57752,3.1
374,2008,Terengganu,5.3117,103.1324,1025100,13035,78.64211738,5570,425,5995,3.4
375,2008,Sarawak,1.5533,110.3592,2408500,124450,19.35315388,11318,1611,12929,5.3
376,2008,Sabah,5.420404,116.796783,3105100,73631,42.17109641,7048,1450,8498,4.9
377,2009,Johor,1.4854,103.366585,3309600,19166,172.6807889,18893,8374,27267,3.2
378,2009,Kedah,6.1184,100.3685,1925300,9500,202.66315790000002,11070,1859,12929,4.2
379,2009,Kelantan,6.125397,102.238068,1570000,17100,91.8128655,6459,942,7401,2.4
380,2009,Melaka,2.1944,102.2491,807900,1664,485.51682689999996,4881,742,5623,2.4
381,2009,Negeri sembilan,2.7258,101.9424,1014900,6686,151.7947951,5789,1758,7547,3.9
382,2009,Pahang,3.8126,103.3256,1481600,35965,41.19560684,5801,920,6721,3.0
383,2009,Penang,5.4164,100.3327,1554100,1048,1482.9198470000001,14658,2161,16819,2.5
384,2009,Perak,4.5921,101.0901,2355600,20976,112.29977120000001,10290,2478,12768,3.5
385,2009,Perlis,6.443589,100.216599,233100,819,284.6153846,664,153,817,3.3
386,2009,Selangor,3.0738,101.524803,5417700,8104,668.5217177000001,43656,11338,54994,3.6
387,2009,Terengganu,5.3117,103.1324,1040800,13035,79.84656694,4914,455,5369,3.8
388,2009,Sarawak,1.5533,110.3592,2451000,124450,19.69465649,10962,1594,12556,4.6
389,2009,Sabah,5.420404,116.796783,3181100,73631,43.20327036,6744,1342,8086,5.5
390,2010,Johor,1.4854,103.366585,3362700,19166,175.45131999999998,17198,5229,22427,2.4
391,2010,Kedah,6.1184,100.3685,1949100,9500,205.1684211,10008,1714,11722,2.8
392,2010,Kelantan,6.125397,102.238068,1590000,17100,92.98245614,6308,902,7210,2.4
393,2010,Melaka,2.1944,102.2491,823800,1664,495.07211540000003,4647,722,5369,1.0
394,2010,Negeri sembilan,2.7258,101.9424,1029400,6686,153.9635058,5123,1693,6816,3.1
395,2010,Pahang,3.8126,103.3256,1501900,35965,41.76004449,5333,861,6194,2.9
396,2010,Penang,5.4164,100.3327,1575600,1048,1503.435115,10598,1875,12473,2.2
397,2010,Perak,4.5921,101.0901,2379000,20976,113.41533179999999,9129,2235,11364,3.0
398,2010,Perlis,6.443589,100.216599,235900,819,288.034188,943,146,1089,3.3
399,2010,Selangor,3.0738,101.524803,5502100,8104,678.9363277000001,39981,9488,49469,3.2
400,2010,Terengganu,5.3117,103.1324,1055300,13035,80.95895666,3600,494,4094,3.7
401,2010,Sarawak,1.5533,110.3592,2487100,124450,19.98473282,10376,1384,11760,4.4
402,2010,Sabah,5.420404,116.796783,3260100,73631,44.27618802,6466,1214,7680,5.5
403,2011,Johor,1.4854,103.366585,3410300,19166,177.93488469999997,16542,4428,20970,2.5
404,2011,Kedah,6.1184,100.3685,1971900,9500,207.5684211,9032,1635,10667,3.5
405,2011,Kelantan,6.125397,102.238068,1618800,17100,94.66666667,5329,870,6199,2.0
406,2011,Melaka,2.1944,102.2491,833200,1664,500.72115379999997,4208,622,4830,0.7
407,2011,Negeri sembilan,2.7258,101.9424,1047600,6686,156.68561169999998,4455,1595,6050,3.0
408,2011,Pahang,3.8126,103.3256,1526700,35965,42.44960378,5234,760,5994,2.6
409,2011,Penang,5.4164,100.3327,1600900,1048,1527.5763359999999,8346,1412,9758,1.9
410,2011,Perak,4.5921,101.0901,2402600,20976,114.54042720000001,7784,2085,9869,2.6
411,2011,Perlis,6.443589,100.216599,237300,819,289.7435897,971,142,1113,4.0
412,2011,Selangor,3.0738,101.524803,5600200,8104,691.041461,36161,8141,44302,2.4
413,2011,Terengganu,5.3117,103.1324,1079100,13035,82.78481013,3398,443,3841,3.2
414,2011,Sarawak,1.5533,110.3592,2527800,124450,20.3117718,9986,1097,11083,4.1
415,2011,Sabah,5.420404,116.796783,3345700,73631,45.43874183,5577,1040,6617,5.6
416,2012,Johor,1.4854,103.366585,3450400,19166,180.0271314,15226,3842,19068,3.1
417,2012,Kedah,6.1184,100.3685,2001200,9500,210.6526316,8560,1540,10100,2.9
418,2012,Kelantan,6.125397,102.238068,1650700,17100,96.53216374,5236,817,6053,2.3
419,2012,Melaka,2.1944,102.2491,843200,1664,506.7307692,4017,747,4764,0.5
420,2012,Negeri sembilan,2.7258,101.9424,1057700,6686,158.19623090000002,4863,1700,6563,3.0
421,2012,Pahang,3.8126,103.3256,1547100,35965,43.01682191,4777,842,5619,2.7
422,2012,Penang,5.4164,100.3327,1623400,1048,1549.0458019999999,7116,1283,8399,2.0
423,2012,Perak,4.5921,101.0901,2427000,20976,115.7036613,6627,1918,8545,3.0
424,2012,Perlis,6.443589,100.216599,239100,819,291.9413919,816,158,974,3.9
425,2012,Selangor,3.0738,101.524803,5702200,8104,703.6278381,32333,8296,40629,2.3
426,2012,Terengganu,5.3117,103.1324,1094100,13035,83.93555811,3076,429,3505,3.0
427,2012,Sarawak,1.5533,110.3592,2569800,124450,20.64925673,9296,1086,10382,3.5
428,2012,Sabah,5.420404,116.796783,3432800,73631,46.6216675,5043,1003,6046,5.6
429,2013,Johor,1.4854,103.366585,3474400,19166,181.2793488,13866,3239,17105,2.8
430,2013,Kedah,6.1184,100.3685,2039700,9500,214.70526319999996,7274,1362,8636,2.4
431,2013,Kelantan,6.125397,102.238068,1683400,17100,98.44444444,4998,739,5737,2.8
432,2013,Melaka,2.1944,102.2491,856800,1664,514.9038462,3414,772,4186,0.7
433,2013,Negeri sembilan,2.7258,101.9424,1072300,6686,160.3798983,4501,1492,5993,3.1
434,2013,Pahang,3.8126,103.3256,1568600,35965,43.61462533,4475,782,5257,2.8
435,2013,Penang,5.4164,100.3327,1662900,1048,1586.736641,6540,1396,7936,1.7
436,2013,Perak,4.5921,101.0901,2447200,20976,116.66666670000001,5822,1607,7429,3.8
437,2013,Perlis,6.443589,100.216599,242200,819,295.7264957,676,155,831,3.7
438,2013,Selangor,3.0738,101.524803,5904600,8104,728.6031588999999,34407,8653,43060,2.4
439,2013,Terengganu,5.3117,103.1324,1113300,13035,85.40851554,3163,447,3610,3.4
440,2013,Sarawak,1.5533,110.3592,2642700,124450,21.23503415,8166,1025,9191,3.7
441,2013,Sabah,5.420404,116.796783,3611400,73631,49.04727628,4846,926,5772,5.3
442,2014,Johor,1.4854,103.366585,3559700,19166,185.7299384,12149,2933,15082,2.6
443,2014,Kedah,6.1184,100.3685,2062600,9500,217.1157895,6692,1336,8028,2.7
444,2014,Kelantan,6.125397,102.238068,1723400,17100,100.7836257,4788,815,5603,3.3
445,2014,Melaka,2.1944,102.2491,871800,1664,523.9182691999999,2870,805,3675,0.9
446,2014,Negeri sembilan,2.7258,101.9424,1079400,6686,161.4418187,4058,1437,5495,3.0
447,2014,Pahang,3.8126,103.3256,1591800,35965,44.25969693,4354,731,5085,2.7
448,2014,Penang,5.4164,100.3327,1678000,1048,1601.145038,6277,1214,7491,1.6
449,2014,Perak,4.5921,101.0901,2458800,20976,117.21967959999999,5358,1502,6860,3.4
450,2014,Perlis,6.443589,100.216599,244900,819,299.02319900000003,662,126,788,3.3
451,2014,Selangor,3.0738,101.524803,6051200,8104,746.6929911000001,28763,7402,36165,2.0
452,2014,Terengganu,5.3117,103.1324,1140400,13035,87.48753356,2754,459,3213,4.1
453,2014,Sarawak,1.5533,110.3592,2663800,124450,21.40458015,6664,892,7556,3.1
454,2014,Sabah,5.420404,116.796783,3669900,73631,49.841778600000005,4388,822,5210,4.9
455,2015,Johor,1.4854,103.366585,3610300,19166,188.3700303,11067,2413,13480,3.1
456,2015,Kedah,6.1184,100.3685,2096600,9500,220.69473680000002,6506,1311,7817,2.6
457,2015,Kelantan,6.125397,102.238068,1760500,17100,102.95321640000002,4387,644,5031,3.6
458,2015,Melaka,2.1944,102.2491,888800,1664,534.1346154,2362,586,2948,1.0
459,2015,Negeri sembilan,2.7258,101.9424,1088800,6686,162.8477415,3508,1279,4787,3.1
460,2015,Pahang,3.8126,103.3256,1607800,35965,44.70457389,3580,677,4257,2.9
461,2015,Penang,5.4164,100.3327,1698300,1048,1620.515267,5486,1212,6698,1.6
462,2015,Perak,4.5921,101.0901,2466900,20976,117.6058352,4940,1288,6228,3.2
463,2015,Perlis,6.443589,100.216599,248500,819,303.4188034,599,142,741,2.9
464,2015,Selangor,3.0738,101.524803,6177900,8104,762.3272458,25964,6583,32547,2.4
465,2015,Terengganu,5.3117,103.1324,1160900,13035,89.06022248,2282,377,2659,4.0
466,2015,Sarawak,1.5533,110.3592,2701600,124450,21.70831659,6377,853,7230,3.5
467,2015,Sabah,5.420404,116.796783,3720500,73631,50.52898915,4403,773,5176,5.0
468,2016,Johor,1.4854,103.366585,3654900,19166,190.6970677,10121,2820,12941,3.6
469,2016,Kedah,6.1184,100.3685,2120800,9500,223.24210530000002,6201,1239,7440,2.9
470,2016,Kelantan,6.125397,102.238068,1797300,17100,105.1052632,4005,543,4548,3.8
471,2016,Melaka,2.1944,102.2491,901700,1664,541.8870192,2510,1154,3664,0.9
472,2016,Negeri sembilan,2.7258,101.9424,1099700,6686,164.4780138,3390,1084,4474,2.7
473,2016,Pahang,3.8126,103.3256,1628200,35965,45.27179202,3126,651,3777,2.6
474,2016,Penang,5.4164,100.3327,1719400,1048,1640.6488550000001,5078,1038,6116,2.1
475,2016,Perak,4.5921,101.0901,2482900,20976,118.3686117,4546,1295,5841,3.4
476,2016,Perlis,6.443589,100.216599,250900,819,306.3492063,546,109,655,2.9
477,2016,Selangor,3.0738,101.524803,6298500,8104,777.2087857999999,24612,6610,31222,3.2
478,2016,Terengganu,5.3117,103.1324,1183600,13035,90.80168776,2087,407,2494,4.2
479,2016,Sarawak,1.5533,110.3592,2741100,124450,22.02571314,5873,953,6826,3.3
480,2016,Sabah,5.420404,116.796783,3813000,73631,51.78525349,4720,647,5367,5.4
